Record ID,Short Number,Manufacturer Part Number,Description,Price
"MDO2681 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, M4, Bright Brass, Shared - 10P0200-05-43S - 100200P-05-43-S - $104.68 ",MDO2681,100200P-05-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Bright Brass,104.67828625
"MDO2682 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, M4, Satin Brass, Shared - 10P0200-06-43S - 100200P-06-43-S - $104.68 ",MDO2682,100200P-06-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Satin Brass,104.67828625
"MDO2683 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Oil Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, M4, Oil Rubbed Bronze, Shared - 10P0200-13-43S - 100200P-13-43-S - $104.68 ",MDO2683,100200P-13-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Oil Rubbed Bronze,104.67828625
"MDO2684 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Flat Black - Medeco 1-1/8in Mortise Cylinder, M4, Flat Black, Shared - 10P0200-22-43S - 100200P-22-43-S - $104.68 ",MDO2684,100200P-22-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Flat Black,104.67828625
"MDO2685 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, M4, Dark Bronze, Shared - 10P0200-24-43S - 100200P-24-43-S - $104.68 ",MDO2685,100200P-24-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Dark Bronze,104.67828625
"MDO2686 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, M4, Satin Chrome, Shared - 10P0200-26-43S - 100200P-26-43-S - $104.68 ",MDO2686,100200P-26-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Satin Chrome,104.67828625
"MDO2687 - Medeco 1-1/8in Mortise Cylinder -  M4 -  Matte Black - Medeco 1-1/8in Mortise Cylinder, M4, Matte Black, Shared - 10P0200-BB-43S - 100200P-BB-43-S - $104.68 ",MDO2687,100200P-BB-43-S,Medeco 1-1/8in Mortise Cylinder -  M4 -  Matte Black,104.67828625
"MDO2460 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, M3, Bright Brass, Minneapolis Lock - 10T0200-05-DHS - 100200T-05-DH-S - $200.71 ",MDO2460,100200T-05-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass,200.71341124999998
"MDO2459 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, M3, Bright Brass, TRANS-Alarm - 10T0200-05-DXS - 100200T-05-DX-S - $200.71 ",MDO2459,100200T-05-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass,200.71341124999998
"MDO2457 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, M3, Bright Brass, Bloomington - 10T0200-05-FHS - 100200T-05-FH-S - $200.71 ",MDO2457,100200T-05-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass,200.71341124999998
"MDO2458 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, M3, Bright Brass, Mobile - 10T0200-05-FKS - 100200T-05-FK-S - $200.71 ",MDO2458,100200T-05-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Bright Brass,200.71341124999998
"MDO2464 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, M3, Satin Brass, Minneapolis Lock - 10T0200-06-DHS - 100200T-06-DH-S - $200.71 ",MDO2464,100200T-06-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass,200.71341124999998
"MDO2463 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, M3, Satin Brass, TRANS-Alarm - 10T0200-06-DXS - 100200T-06-DX-S - $200.71 ",MDO2463,100200T-06-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass,200.71341124999998
"MDO2461 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, M3, Satin Brass, Bloomington - 10T0200-06-FHS - 100200T-06-FH-S - $200.71 ",MDO2461,100200T-06-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass,200.71341124999998
"MDO2462 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, M3, Satin Brass, Mobile - 10T0200-06-FKS - 100200T-06-FK-S - $200.71 ",MDO2462,100200T-06-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Brass,200.71341124999998
"MDO2468 - Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, M3, OIl Rubbed Bronze, Minneapolis Lock - 10T0200-13-DHS - 100200T-13-DH-S - $200.71 ",MDO2468,100200T-13-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze,200.71341124999998
"MDO2467 - Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, M3, OIl Rubbed Bronze, TRANS-Alarm - 10T0200-13-DXS - 100200T-13-DX-S - $200.71 ",MDO2467,100200T-13-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze,200.71341124999998
"MDO2465 - Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, M3, OIl Rubbed Bronze, Bloomington - 10T0200-13-FHS - 100200T-13-FH-S - $200.71 ",MDO2465,100200T-13-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze,200.71341124999998
"MDO2466 - Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, M3, OIl Rubbed Bronze, Mobile - 10T0200-13-FKS - 100200T-13-FK-S - $200.71 ",MDO2466,100200T-13-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  OIl Rubbed Bronze,200.71341124999998
"MDO2472 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black - Medeco 1-1/8in Mortise Cylinder, M3, Flat Black, Minneapolis Lock - 10T0200-22-DHS - 100200T-22-DH-S - $200.71 ",MDO2472,100200T-22-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black,200.71341124999998
"MDO2471 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black - Medeco 1-1/8in Mortise Cylinder, M3, Flat Black, TRANS-Alarm - 10T0200-22-DXS - 100200T-22-DX-S - $200.71 ",MDO2471,100200T-22-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black,200.71341124999998
"MDO2469 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black - Medeco 1-1/8in Mortise Cylinder, M3, Flat Black, Bloomington - 10T0200-22-FHS - 100200T-22-FH-S - $200.71 ",MDO2469,100200T-22-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black,200.71341124999998
"MDO2470 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black - Medeco 1-1/8in Mortise Cylinder, M3, Flat Black, Mobile - 10T0200-22-FKS - 100200T-22-FK-S - $200.71 ",MDO2470,100200T-22-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Flat Black,200.71341124999998
"MDO2476 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, M3, Dark Bronze, Minneapolis Lock - 10T0200-24-DHS - 100200T-24-DH-S - $200.71 ",MDO2476,100200T-24-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze,200.71341124999998
"MDO2475 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, M3, Dark Bronze, TRANS-Alarm - 10T0200-24-DXS - 100200T-24-DX-S - $200.71 ",MDO2475,100200T-24-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze,200.71341124999998
"MDO2473 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, M3, Dark Bronze, Bloomington - 10T0200-24-FHS - 100200T-24-FH-S - $200.71 ",MDO2473,100200T-24-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze,200.71325
"MDO2474 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, M3, Dark Bronze, Mobile - 10T0200-24-FKS - 100200T-24-FK-S - $200.71 ",MDO2474,100200T-24-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Dark Bronze,200.71341124999998
"MDO2480 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, M3, Satin Chrome, Minneapolis Lock - 10T0200-26-DHS - 100200T-26-DH-S - $200.71 ",MDO2480,100200T-26-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome,200.71341124999998
"MDO3520 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome -  Creekside - Medeco 1-1/8in Mortise Cylinder, M3, Satin Chrome - 10T0200-26-DLQS - 100200T-26-DLQ-S - $200.71 ",MDO3520,100200T-26-DLQ-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome -  Creekside,200.71341124999998
"MDO2479 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, M3, Satin Chrome, TRANS-Alarm - 10T0200-26-DXS - 100200T-26-DX-S - $200.71 ",MDO2479,100200T-26-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome,200.71341124999998
"MDO2477 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, M3, Satin Chrome, Bloomington - 10T0200-26-FHS - 100200T-26-FH-S - $200.71 ",MDO2477,100200T-26-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome,200.71325
"MDO2478 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, M3, Satin Chrome, Mobile - 10T0200-26-FKS - 100200T-26-FK-S - $200.71 ",MDO2478,100200T-26-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Satin Chrome,200.71341124999998
"MDO2484 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black - Medeco 1-1/8in Mortise Cylinder, M3, Matte Black, Minneapolis Lock - 10T0200-BB-DHS - 100200T-BB-DH-S - $200.71 ",MDO2484,100200T-BB-DH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black,200.71341124999998
"MDO2483 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black - Medeco 1-1/8in Mortise Cylinder, M3, Matte Black, TRANS-Alarm - 10T0200-BB-DXS - 100200T-BB-DX-S - $200.71 ",MDO2483,100200T-BB-DX-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black,200.71341124999998
"MDO2481 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black - Medeco 1-1/8in Mortise Cylinder, M3, Matte Black, Bloomington - 10T0200-BB-FHS - 100200T-BB-FH-S - $200.71 ",MDO2481,100200T-BB-FH-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black,200.71341124999998
"MDO2482 - Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black - Medeco 1-1/8in Mortise Cylinder, M3, Matte Black, Mobile - 10T0200-BB-FKS - 100200T-BB-FK-S - $200.71 ",MDO2482,100200T-BB-FK-S,Medeco 1-1/8in Mortise Cylinder -  M3 -  Matte Black,200.71341124999998
"MDO2319 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Bright Brass, Shared - 10W0200-05-G3S - 100200W-05-G3-S - $210.32 ",MDO2319,100200W-05-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass,210.31692374999997
"MDO2320 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Bright Brass, Shared - 10W0200-05-PAS - 100200W-05-PA-S - $210.32 ",MDO2320,100200W-05-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Bright Brass,210.31692374999997
"MDO2317 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Bright Brass, Bloomington - 10W0200-05-X3S - 100200W-05-X3-S - $210.32 ",MDO2317,100200W-05-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass,210.31692374999997
"MDO2318 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Bright Brass, Mobile - 10W0200-05-Z3S - 100200W-05-Z3-S - $210.32 ",MDO2318,100200W-05-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Bright Brass,210.31692374999997
"MDO2323 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Brass, Shared - 10W0200-06-G3S - 100200W-06-G3-S - $210.32 ",MDO2323,100200W-06-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass,210.31692374999997
"MDO2324 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Satin Brass, Shared - 10W0200-06-PAS - 100200W-06-PA-S - $210.32 ",MDO2324,100200W-06-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Satin Brass,210.31692374999997
"MDO2321 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Brass, Bloomington - 10W0200-06-X3S - 100200W-06-X3-S - $210.32 ",MDO2321,100200W-06-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass,210.31692374999997
"MDO2322 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Brass, Mobile - 10W0200-06-Z3S - 100200W-06-Z3-S - $210.32 ",MDO2322,100200W-06-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Brass,210.31692374999997
"MDO2327 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Oil Rubbed Bronze, Shared - 10W0200-13-G3S - 100200W-13-G3-S - $210.32 ",MDO2327,100200W-13-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze,210.31692374999997
"MDO2328 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Oil Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Oil Rubbed Bronze, Shared - 10W0200-13-PAS - 100200W-13-PA-S - $210.32 ",MDO2328,100200W-13-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Oil Rubbed Bronze,210.31692374999997
"MDO2325 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Oil Rubbed Bronze, Bloomington - 10W0200-13-X3S - 100200W-13-X3-S - $210.32 ",MDO2325,100200W-13-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze,210.31692374999997
"MDO2326 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Oil Rubbed Bronze, Mobile - 10W0200-13-Z3S - 100200W-13-Z3-S - $210.32 ",MDO2326,100200W-13-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Oil Rubbed Bronze,210.31692374999997
"MDO2331 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Flat Black, Shared - 10W0200-22-G3S - 100200W-22-G3-S - $210.32 ",MDO2331,100200W-22-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black,210.31692374999997
"MDO2332 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Flat Black - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Flat Black, Shared - 10W0200-22-PAS - 100200W-22-PA-S - $210.32 ",MDO2332,100200W-22-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Flat Black,210.31692374999997
"MDO2329 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Flat Black, Bloomington - 10W0200-22-X3S - 100200W-22-X3-S - $210.32 ",MDO2329,100200W-22-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black,210.31692374999997
"MDO2330 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Flat Black, Mobile - 10W0200-22-Z3S - 100200W-22-Z3-S - $210.32 ",MDO2330,100200W-22-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Flat Black,210.31692374999997
"MDO2335 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Dark Bronze, Shared - 10W0200-24-G3S - 100200W-24-G3-S - $210.32 ",MDO2335,100200W-24-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze,210.31692374999997
"MDO2336 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Dark Bronze, Shared - 10W0200-24-PAS - 100200W-24-PA-S - $210.32 ",MDO2336,100200W-24-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Dark Bronze,210.31692374999997
MDO1161 - 6 PIN -  1 1/8' MORTISE CYL. -  PATRIOT -  DURO. - 6 PIN -  1 1/8' MORTISE CYL. -  PATRIOT -  DURO. - MD374 - 100200W-24-PAS-Z02 - $197.05 ,MDO1161,100200W-24-PAS-Z02,6 PIN -  1 1/8' MORTISE CYL. -  PATRIOT -  DURO.,197.0475
"MDO2333 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Dark Bronze, Bloomington - 10W0200-24-X3S - 100200W-24-X3-S - $210.32 ",MDO2333,100200W-24-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze,210.31692375
"MDO2334 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze - Medeco 1-1/8in Mortise Cylinder, Biaxial, Dark Bronze, Mobile - 10W0200-24-Z3S - 100200W-24-Z3-S - $210.31 ",MDO2334,100200W-24-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Dark Bronze,210.313
"MDO2339 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Chrome, Shared - 10W0200-26-G3S - 100200W-26-G3-S - $210.32 ",MDO2339,100200W-26-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome,210.31692374999997
"MDO2340 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Satin Chrome, Shared - 10W0200-26-PAS - 100200W-26-PA-S - $210.32 ",MDO2340,100200W-26-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Satin Chrome,210.31692374999997
"MDO1160 - Medeco - 6 Pin -  Mortise Cylinder - Satin Chrome - Medeco - 6 PIN, 1 1/8 Mortise Cylinder,  Patriot - Satin Chrome - MD373 - 100200W-26-PAS-Z02 - $197.05 ",MDO1160,100200W-26-PAS-Z02,Medeco - 6 Pin -  Mortise Cylinder - Satin Chrome,197.05277824999996
"MDO2337 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Chrome, Bloomington - 10W0200-26-X3S - 100200W-26-X3-S - $210.32 ",MDO2337,100200W-26-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome,210.31692374999997
"MDO2338 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome - Medeco 1-1/8in Mortise Cylinder, Biaxial, Satin Chrome, Mobile - 10W0200-26-Z3S - 100200W-26-Z3-S - $210.32 ",MDO2338,100200W-26-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Satin Chrome,210.31692374999997
"MDO2343 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Matte Black, Shared - 10W0200-BB-G3S - 100200W-BB-G3-S - $210.32 ",MDO2343,100200W-BB-G3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black,210.31692374999997
"MDO2344 - Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Matte Black - Medeco 1-1/8in Mortise Cylinder, Biaxial Patriot, Matte Black, Shared - 10W0200-BB-PAS - 100200W-BB-PA-S - $210.32 ",MDO2344,100200W-BB-PA-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial Patriot -  Matte Black,210.31692374999997
"MDO2341 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Matte Black, Bloomington - 10W0200-BB-X3S - 100200W-BB-X3-S - $210.32 ",MDO2341,100200W-BB-X3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black,210.31692374999997
"MDO2342 - Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black - Medeco 1-1/8in Mortise Cylinder, Biaxial, Matte Black, Mobile - 10W0200-BB-Z3S - 100200W-BB-Z3-S - $210.32 ",MDO2342,100200W-BB-Z3-S,Medeco 1-1/8in Mortise Cylinder -  Biaxial -  Matte Black,210.31692374999997
"MDO3305 - Medeco 1-1/8in Rim Cylinder -  Original -  Bright Brass -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Bright Brass, Shared - 1004S00H-05-04S - 100400H-05-04-S - $231.34 ",MDO3305,100400H-05-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Bright Brass -  Shared,231.33999999999997
"MDO3306 - Medeco 1-1/8in Rim Cylinder -  Original -  Satin Brass -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Satin Brass, Shared - 1004S00H-06-04S - 100400H-06-04-S - $231.34 ",MDO3306,100400H-06-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Satin Brass -  Shared,231.33999999999997
"MDO3307 - Medeco 1-1/8in Rim Cylinder -  Original -  Oil Rubbed Bronze -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Oil Rubbed Bronze, Shared - 1004S00H-13-04S - 100400H-13-04-S - $231.34 ",MDO3307,100400H-13-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Oil Rubbed Bronze -  Shared,231.33999999999997
"MDO3308 - Medeco 1-1/8in Rim Cylinder -  Original -  Flat Black -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Flat Black, Shared - 1004S00H-22-04S - 100400H-22-04-S - $231.34 ",MDO3308,100400H-22-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Flat Black -  Shared,231.33999999999997
"MDO3309 - Medeco 1-1/8in Rim Cylinder -  Original -  Dark Bronze -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Dark Bronze, Shared - 1004S00H-24-04S - 100400H-24-04-S - $231.34 ",MDO3309,100400H-24-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Dark Bronze -  Shared,231.33999999999997
"MDO3310 - Medeco 1-1/8in Rim Cylinder -  Original -  Satin Chrome -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Satin Chrome, Shared - 1004S00H-26-04S - 100400H-26-04-S - $231.34 ",MDO3310,100400H-26-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Satin Chrome -  Shared,231.33999999999997
"MDO3311 - Medeco 1-1/8in Rim Cylinder -  Original -  Matte Black -  Shared - Medeco 1-1/8in Rim Cylinder, Original, Matte Black, Shared - 1004S00H-BB-04S - 100400H-BB-04-S - $231.34 ",MDO3311,100400H-BB-04-S,Medeco 1-1/8in Rim Cylinder -  Original -  Matte Black -  Shared,231.33999999999997
MDO2084 - Medeco -  Rim Cylinder -  Satin Chrome - Medeco - M4 -  Rim Cylinder -  1-1/8in -  Satin Chrome -  - 100400H-H-26-43-S-Y02 - $211.19 ,MDO2084,100400H-H-26-43-S-Y02,Medeco -  Rim Cylinder -  Satin Chrome,211.19046874999998
"MDO2667 - Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Bright Brass - Medeco 1-1/8in Rim Cylinder, M4-Bi Level, Bright Brass, Shared - 10H0400H-05-43S - 100400HH-05-43-S - $211.28 ",MDO2667,100400HH-05-43-S,Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Bright Brass,211.27727499999997
"MDO2668 - Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Satin Brass - Medeco 1-1/8in Rim Cylinder, M4-Bi Level, Satin Brass, Shared - 10H0400H-06-43S - 100400HH-06-43-S - $211.28 ",MDO2668,100400HH-06-43-S,Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Satin Brass,211.27727499999997
"MDO2669 - Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Oil Rubbed Bronze - Medeco 1-1/8in Rim Cylinder, M4-Bi Level, Oil Rubbed Bronze, Shared - 10H0400H-13-43S - 100400HH-13-43-S - $211.28 ",MDO2669,100400HH-13-43-S,Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Oil Rubbed Bronze,211.27727499999997
"MDO2670 - Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Flat Black - Medeco 1-1/8in Rim Cylinder, M4-Bi Level, Flat Black, Shared - 10H0400H-22-43S - 100400HH-22-43-S - $211.28 ",MDO2670,100400HH-22-43-S,Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Flat Black,211.27727499999997
"MDO2671 - Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Dark Bronze - Medeco 1-1/8in Rim Cylinder, M4-Bi Level, Dark Bronze, Shared - 10H0400H-24-43S - 100400HH-24-43-S - $211.28 ",MDO2671,100400HH-24-43-S,Medeco 1-1/8in Rim Cylinder -  M4-Bi Level -  Dark Bronze,211.27727499999997
